Feature,Score,p_value,selection_frequency
hsa-mir-3180-4,1.6680621064134116,0.7965106748218252,0.0
hsa-mir-3668,1.647988378751519,0.8001424670330377,0.0
hsa-mir-4470,1.645990989933785,0.8005034229873209,0.0
hsa-mir-6759,1.6442985257058367,0.8008092141717599,0.0
hsa-mir-6087,1.6410573273357547,0.8013946711598244,0.0
hsa-mir-4461,1.6349613303137773,0.8024952259714013,0.0
hsa-mir-5004,1.6285596122012977,0.803650168598001,0.0
hsa-mir-3688-2,1.6279351417961476,0.80376278530627,0.0
hsa-mir-875,1.625828416571428,0.8041426517929863,0.0
hsa-mir-550b-1,1.621119209085712,0.8049914415227059,0.0
hsa-mir-4681,1.618571981409617,0.8054503608494861,0.0
hsa-mir-4673,1.5994427582248516,0.8088922858687683,0.0
hsa-mir-371a,1.5959545911557227,0.8095190385773414,0.0
hsa-mir-4254,1.5952955917522398,0.8096374163864699,0.0
hsa-mir-4263,1.5950190411258618,0.8096870909619889,0.0
hsa-mir-3159,1.5942232410763268,0.8098300244205978,0.0
hsa-mir-3184,1.5924867886744047,0.8101418579266294,0.0
hsa-mir-2682,1.5891312068857684,0.8107442593845273,0.0
hsa-mir-1268b,1.587988858048738,0.8109492768910197,0.0
hsa-mir-4794,1.5796336551235575,0.8124478561235741,0.0
hsa-mir-6770-2,1.5720739728267934,0.8138023179653666,0.0
hsa-mir-4773-2,1.5707521224215375,0.8140390105500119,0.0
hsa-mir-3689e,1.561203281626293,0.8157475611942859,0.0
hsa-mir-7856,1.55597770445775,0.8166815947487571,0.0
hsa-mir-599,1.5515850400300537,0.8174662131169201,0.0
hsa-mir-3181,1.5492390771455677,0.8178850457796468,0.0
hsa-mir-3199-1,1.5415024733031748,0.8192652699630403,0.0
hsa-mir-3126,1.539781383350435,0.819572100885338,0.0
hsa-mir-380,1.5393958507251864,0.8196408217182003,0.0
hsa-mir-6751,1.5230408054312634,0.822552390756318,0.0
hsa-mir-449a,1.5056589683670296,0.8256385815361521,0.0
hsa-mir-4765,1.5031674680447646,0.8260802423524379,0.0
hsa-mir-548at,1.5028308596820612,0.8261398979948184,0.0
hsa-mir-4679-1,1.50168229719352,0.82634342773133,0.0
hsa-mir-378b,1.500469471480441,0.8265583030602628,0.0
hsa-mir-6848,1.499696792963845,0.8266951752627589,0.0
hsa-mir-933,1.4961262183603679,0.8273274368976593,0.0
hsa-mir-3131,1.4945780983703116,0.8276014532592724,0.0
hsa-mir-6736,1.4900515826935798,0.8284022315473483,0.0
hsa-mir-3166,1.4866192076626092,0.8290090342944052,0.0
hsa-mir-3182,1.4819052238853745,0.8298418235412326,0.0
hsa-mir-4729,1.4670366389860385,0.8324640298205368,0.0
hsa-mir-6862-2,1.464049854280436,0.8329899306111221,0.0
hsa-mir-6862-1,1.4533885512079552,0.8348647707899908,0.01
hsa-mir-675,1.4491240705264032,0.8356136535503462,0.0
hsa-mir-4439,1.4426659559791335,0.8367466017829176,0.0
hsa-mir-4446,1.440890862157719,0.8370577602402862,0.0
hsa-mir-4421,1.44036168113113,0.8371505003448423,0.0
hsa-mir-516a-1,1.4373860538694134,0.8376718075181856,0.0
hsa-mir-544a,1.4266777099125856,0.8395453015146186,0.0
hsa-mir-4675,1.4248715853435756,0.8398609004573029,0.0
hsa-mir-4733,1.4224656172248489,0.8402811362382283,0.0
hsa-mir-3680-2,1.4192730087155447,0.8408384527054463,0.0
hsa-mir-2467,1.4167707775755194,0.8412749994721962,0.0
hsa-mir-3910-1,1.414747660377454,0.8416277942978743,0.0
hsa-mir-1827,1.4104791140361896,0.8423716660661755,0.0
hsa-mir-6717,1.4071041833336095,0.8429593398573587,0.0
hsa-mir-4711,1.401475014431537,0.8439386113020185,0.0
hsa-mir-548ao,1.3991310925413558,0.844346022713008,0.0
hsa-mir-202,1.3979151951843969,0.8445572845862712,0.01
hsa-mir-466,1.3932835365809282,0.8453615262714878,0.0
hsa-mir-4520-2,1.3887419799455158,0.846149335563366,0.0
hsa-mir-3939,1.3822708958912024,0.8472704923237984,0.0
hsa-mir-6126,1.3817651529899266,0.8473580475568483,0.0
hsa-mir-6785,1.3792412126397435,0.8477948489307612,0.0
hsa-mir-4692,1.3702718740635849,0.8493450960639914,0.0
hsa-mir-6855,1.3606443101607166,0.8510055564835641,0.0
hsa-mir-513a-1,1.3559338950303108,0.8518165968725003,0.0
hsa-mir-4419b,1.3516463814570179,0.8525540338433313,0.0
hsa-mir-516a-2,1.3429416265501646,0.8540488820079881,0.0
hsa-mir-653,1.3420412425253696,0.8542033224353519,0.0
hsa-mir-889,1.3408577929772518,0.8544062644728547,0.0
hsa-mir-3692,1.3387416203345355,0.854769005879463,0.0
hsa-mir-5195,1.3382442459647486,0.8548542352818834,0.0
hsa-mir-5094,1.334519861013754,0.8554921070864745,0.0
hsa-mir-7111,1.3283652619179835,0.8565448996070364,0.0
hsa-mir-5690,1.3261574243906553,0.8569221697026457,0.0
hsa-mir-4688,1.3228239147429683,0.8574913908576314,0.0
hsa-mir-7158,1.3138515100414474,0.8590210737192281,0.0
hsa-mir-4774,1.312119131147697,0.8593160123064731,0.0
hsa-mir-548f-4,1.3106820258844794,0.8595605787808902,0.0
hsa-mir-5692c-2,1.3086954320940354,0.859898504963003,0.0
hsa-mir-378h,1.3060040198731044,0.8603560402091632,0.0
hsa-mir-8073,1.3022272359123894,0.8609975348125182,0.0
hsa-mir-3177,1.3005224758197569,0.8612868796270922,0.0
hsa-mir-1204,1.2997148356710881,0.8614239121689746,0.0
hsa-mir-329-1,1.2977664384706953,0.861754374493488,0.0
hsa-mir-3125,1.2967957006134498,0.8619189537296202,0.0
hsa-mir-6513,1.295535130744207,0.8621326065358541,0.0
hsa-mir-409,1.2950683750055103,0.8622116979652085,0.0
hsa-mir-3175,1.2833994564182596,0.8641856993703989,0.0
hsa-mir-638,1.2816943361014026,0.8644736159962232,0.0
hsa-mir-3143,1.280253118264972,0.8647168643606837,0.0
hsa-mir-3680-1,1.2798894225113013,0.8647782332755055,0.0
hsa-mir-606,1.2796268225553062,0.8648225396900178,0.0
hsa-mir-3197,1.276223887146275,0.8653963933090588,0.0
hsa-mir-3122,1.276095256537098,0.8654180740832957,0.0
hsa-mir-378g,1.2752041105662302,0.8655682555928391,0.0
hsa-mir-4464,1.2686960637635196,0.8666638754190186,0.0
hsa-mir-1264,1.2675544792100681,0.866855848499243,0.0
hsa-mir-3924,1.2662638407330693,0.8670728107853313,0.0
hsa-mir-376a-2,1.266007515939745,0.8671158905181956,0.0
hsa-mir-4327,1.2640409802845582,0.8674462936238206,0.0
hsa-mir-4284,1.2635161327599702,0.8675344427709177,0.0
hsa-mir-6849,1.2626633498164788,0.8676776405434337,0.0
hsa-mir-493,1.2611326817065862,0.8679345781089127,0.0
hsa-mir-499b,1.2559216393147936,0.8688084368589848,0.0
hsa-mir-3689b,1.2551889837808679,0.868931190763676,0.0
hsa-mir-4736,1.2532565962060194,0.8692548275481486,0.0
hsa-mir-4289,1.251252636589757,0.8695902544884481,0.0
hsa-mir-5703,1.248807118663208,0.8699993179171921,0.0
hsa-mir-520e,1.2450992716898146,0.8706189578239043,0.0
hsa-mir-642b,1.2405546578408262,0.8713774847638726,0.0
hsa-mir-6863,1.2343217826568067,0.8724160774902523,0.0
hsa-mir-548t,1.2337368152276451,0.8725134488206987,0.0
hsa-mir-548au,1.231051447954978,0.8729602170309305,0.0
hsa-mir-6750,1.2261321670185736,0.8737776717042361,0.0
hsa-mir-601,1.2199400102797426,0.8748048407319403,0.0
hsa-mir-526b,1.216600339989523,0.8753579909545832,0.0
hsa-mir-6790,1.2163847934031669,0.8753936715926794,0.0
hsa-mir-548x,1.2134820248526308,0.875873941491105,0.0
hsa-mir-4648,1.2103128593170362,0.8763977716652805,0.0
hsa-mir-4537,1.2095505829378868,0.8765236873968044,0.0
hsa-mir-4719,1.2092961327961085,0.8765657114668685,0.0
hsa-mir-422a,1.2060148674856754,0.8771073196868452,0.0
hsa-mir-3146,1.1957593801238646,0.8787963135282884,0.0
hsa-mir-4308,1.1909126345933252,0.879592515228756,0.0
hsa-mir-657,1.1904337619102943,0.879671111374253,0.0
hsa-mir-6893,1.1888093524532637,0.8799376261405674,0.0
hsa-mir-6081,1.187056777638554,0.8802250032190458,0.0
hsa-mir-3150b,1.1864159634662004,0.8803300372024572,0.0
hsa-mir-514b,1.1863402529499758,0.8803424451688153,0.0
hsa-mir-4764,1.1854090038237992,0.880495038393697,0.0
hsa-mir-548ad,1.1840048362275095,0.8807250310771225,0.0
hsa-mir-6811,1.1838730837211664,0.880746605497049,0.0
hsa-mir-4523,1.1801817333378497,0.8813506635641145,0.0
hsa-mir-4656,1.1800437258989918,0.8813732323281864,0.0
hsa-mir-650,1.1751756816613288,0.8821686238280703,0.0
hsa-mir-5192,1.1749293847727202,0.882208830377319,0.0
hsa-mir-6506,1.1739459332923647,0.8823693384972989,0.0
hsa-mir-410,1.172910514141881,0.8825382682003837,0.0
hsa-mir-7977,1.171315973977843,0.8827982984422982,0.0
hsa-mir-612,1.1700372975665532,0.8830067131644034,0.0
hsa-mir-4782,1.1698773344027762,0.8830327793214658,0.0
hsa-mir-4321,1.1693486793461685,0.8831189136649908,0.0
hsa-mir-6775,1.1684870713624622,0.8832592617281151,0.0
hsa-mir-548az,1.1662378151742918,0.8836254420990926,0.0
hsa-mir-2113,1.1639997497131511,0.8839895085105264,0.0
hsa-mir-4710,1.1622704014677185,0.8842706215645094,0.0
hsa-mir-519b,1.154304096471298,0.8855633093020747,0.0
hsa-mir-3168,1.1541576093350443,0.8855870445695995,0.0
hsa-mir-4678,1.153226020345126,0.8857379598319567,0.0
hsa-mir-4734,1.1526996747860936,0.8858232037848381,0.0
hsa-mir-6861,1.152036619777227,0.8859305649572791,0.0
hsa-mir-548ag-2,1.1510744155293793,0.8860863174640893,0.0
hsa-mir-3938,1.1489972409573752,0.8864223622964414,0.0
hsa-mir-512-1,1.1417567690340116,0.8875916982273335,0.0
hsa-mir-31,1.140915568464403,0.887727346772063,0.0
hsa-mir-4487,1.1402662249732534,0.8878320278606663,0.0
hsa-mir-1289-1,1.1401133551457052,0.8878566683804414,0.0
hsa-mir-644a,1.136084967512527,0.8885054762196798,0.0
hsa-mir-4780,1.1349256910353207,0.8886920043532155,0.0
hsa-mir-6817,1.1341148935029584,0.8888224131044808,0.0
hsa-mir-6787,1.1303524555033932,0.8894270349677649,0.0
hsa-mir-4747,1.1290323299411702,0.8896389715113563,0.0
hsa-mir-3658,1.1280332162234343,0.8897993002281683,0.0
hsa-mir-512-2,1.1267680969776641,0.8900022262745882,0.0
hsa-mir-539,1.1212235597968856,0.8908903982370181,0.0
hsa-mir-3622b,1.1183773073381233,0.8913455878989012,0.0
hsa-mir-4457,1.1180081482394943,0.8914045886827937,0.0
hsa-mir-5585,1.1172632748906552,0.8915236117662364,0.0
hsa-mir-4703,1.1157032271705356,0.8917727777880005,0.0
hsa-mir-412,1.107683258565305,0.8930512631688368,0.0
hsa-mir-4639,1.1071977936993465,0.8931285206541453,0.0
hsa-mir-3185,1.0989217345309756,0.8944432472266355,0.0
hsa-mir-7843,1.092633936346727,0.8954391467087663,0.0
hsa-mir-3914-1,1.0884930921981253,0.8960935821224741,0.0
hsa-mir-527,1.0878514505403003,0.8961948884576193,0.0
hsa-mir-521-2,1.0875932637635208,0.8962356448889737,0.0
hsa-mir-640,1.0869464415791081,0.8963377305177144,0.0
hsa-mir-6795,1.0852261384748418,0.8966091047675682,0.0
hsa-mir-5190,1.0847016941472556,0.8966917956776012,0.0
hsa-mir-3186,1.0840502839945032,0.8967944802419817,0.0
hsa-mir-6738,1.0801735057127366,0.8974050079065673,0.0
hsa-mir-7845,1.0800066100357646,0.8974312686180467,0.0
hsa-mir-6757,1.0752492073147586,0.8981790498326572,0.0
hsa-mir-302d,1.0748204973482354,0.8982463607142147,0.0
hsa-mir-4526,1.0744576860466037,0.8983033152786469,0.0
hsa-mir-6767,1.0743514885702736,0.8983199846056786,0.0
