Feature,Score,p_value,selection_frequency
hsa-mir-1298,1.0733874018869747,0.8984712779349199,0.0
hsa-mir-6878,1.0697448117550912,0.8990423376132408,0.0
hsa-mir-662,1.068688233402275,0.8992078116824505,0.0
hsa-mir-5681b,1.0661880921665499,0.8995990631213191,0.0
hsa-mir-1914,1.066038764343048,0.8996224181587481,0.0
hsa-mir-7974,1.0646798522829701,0.8998348832621228,0.0
hsa-mir-4279,1.060548178712557,0.9004800881300651,0.0
hsa-mir-135a-1,1.0602296745716182,0.9005297770714844,0.0
hsa-mir-147b,1.0591081469675079,0.9007046876083614,0.0
hsa-mir-1244-1,1.0582753573567696,0.9008345109654268,0.0
hsa-mir-6718,1.0575169895705465,0.9009526908847731,0.0
hsa-mir-5697,1.0558454868427938,0.9012130277338133,0.0
hsa-mir-4536-1,1.047080998190157,0.9025749031183976,0.0
hsa-mir-5087,1.0463687100947798,0.9026853452577056,0.0
hsa-mir-376a-1,1.0461602450842613,0.9027176615268154,0.0
hsa-mir-548k,1.0450709901419017,0.9028864679810237,0.0
hsa-mir-518a-2,1.0447615471057363,0.902934408367098,0.0
hsa-mir-1285-2,1.043908260398998,0.9030665684582345,0.0
hsa-mir-6819,1.043676860693905,0.9031023995739603,0.0
hsa-mir-3685,1.0428214142996834,0.9032348282880086,0.0
hsa-mir-4427,1.0344644726669587,0.9045257927948845,0.0
hsa-mir-3139,1.033585281588864,0.9046613175431163,0.0
hsa-mir-4652,1.0325341973037905,0.9048232660325768,0.0
hsa-mir-4799,1.031949181339062,0.9049133693294924,0.0
hsa-mir-6815,1.0287915406867651,0.9053992771174273,0.0
hsa-mir-6807,1.0278430300537869,0.9055450957681792,0.0
hsa-mir-4522,1.0271076414963203,0.9056581052388928,0.0
hsa-mir-3132,1.026483830905239,0.9057539373251862,0.0
hsa-mir-6879,1.0263699620956948,0.9057714272138125,0.0
hsa-mir-1912,1.0248934228235727,0.9059981333747672,0.0
hsa-mir-496,1.0241589949187033,0.906110837342212,0.0
hsa-mir-4802,1.023406614323258,0.906226255411977,0.0
hsa-mir-494,1.0217315930101047,0.9064830612640742,0.0
hsa-mir-3148,1.0204894225354129,0.9066733717010308,0.0
hsa-mir-5708,1.0192670565301858,0.9068605372154006,0.0
hsa-mir-4744,1.0172267568644795,0.9071726973971905,0.0
hsa-mir-6731,1.016632248456246,0.9072635977181329,0.0
hsa-mir-3657,1.0137111670467114,0.9077098509005286,0.0
hsa-mir-609,1.0111332463645306,0.9081031531627209,0.0
hsa-mir-6753,1.0075864308744642,0.9086434653369216,0.0
hsa-mir-8059,1.0072687765018822,0.9086918100032397,0.0
hsa-mir-7847,1.0067491678332852,0.9087708743182891,0.0
hsa-mir-3606,1.0014894331008641,0.9095700588253506,0.0
hsa-mir-3162,1.0003263974106493,0.9097464930218501,0.0
hsa-mir-4731,0.9999671444291973,0.9098009715057865,0.0
hsa-mir-4438,0.9963950179593996,0.9103421290635516,0.0
hsa-mir-577,0.9922716287461553,0.9109655901660323,0.0
hsa-mir-5007,0.9913030778356181,0.9111118473233972,0.0
hsa-mir-370,0.9897598775653522,0.9113447311725177,0.0
hsa-mir-762,0.9882692782798269,0.9115695029567541,0.0
hsa-mir-6828,0.9861845319214517,0.9118835802624502,0.0
hsa-mir-3936,0.9852450989607786,0.9120250005844275,0.0
hsa-mir-6805,0.9834626036706247,0.9122931456920317,0.0
hsa-mir-1283-2,0.9834148956882727,0.9123003191302769,0.0
hsa-mir-4767,0.9804073794854822,0.9127521758554149,0.0
hsa-mir-4478,0.9718927242709864,0.9140275991669673,0.0
hsa-mir-4705,0.971456127643881,0.9140928437911683,0.0
hsa-mir-4760,0.9681754059063119,0.9145826290107454,0.0
hsa-mir-329-2,0.9662859946112162,0.9148643148793142,0.0
hsa-mir-1269a,0.9650362974068443,0.9150504716724337,0.0
hsa-mir-548an,0.9631893443537677,0.9153253681884304,0.0
hsa-mir-4662b,0.9628157366229035,0.9153809419699142,0.0
hsa-mir-381,0.9618854146043907,0.915519277848984,0.0
hsa-mir-6870,0.9602970825625937,0.9157552971824074,0.0
hsa-mir-587,0.9576448447501983,0.9161489559502338,0.0
hsa-mir-1197,0.9548212108115302,0.9165674301266806,0.0
hsa-mir-548p,0.9544758128246946,0.9166185752250626,0.0
hsa-mir-6829,0.95376649272648,0.9167235780577507,0.0
hsa-mir-518c,0.9528849807292905,0.9168540140628401,0.0
hsa-mir-4480,0.9515764470917588,0.9170475193288093,0.0
hsa-mir-655,0.9487731375944497,0.9174616015773666,0.0
hsa-mir-190b,0.9487508122829206,0.9174648967165366,0.0
hsa-mir-374c,0.9478955257129582,0.9175911033703329,0.0
hsa-mir-515-2,0.9478187943558462,0.917602422973864,0.0
hsa-mir-6867,0.947186437931182,0.9176956914276446,0.0
hsa-mir-3646,0.9463286655333991,0.9178221548855588,0.0
hsa-mir-637,0.9426621673184239,0.9183620340545396,0.0
hsa-mir-520b,0.9416822220398401,0.9185061400368001,0.0
hsa-mir-3689a,0.9397508940776302,0.9187899193709724,0.0
hsa-mir-6728,0.9396180705619736,0.9188094244243008,0.0
hsa-mir-3935,0.9390274686926009,0.9188961362485369,0.0
hsa-mir-665,0.9386206682409616,0.9189558456326321,0.0
hsa-mir-522,0.9381220573603004,0.9190290120431648,0.0
hsa-mir-4315-1,0.9373968797596107,0.9191353881173637,0.0
hsa-mir-513c,0.9361303308334376,0.9193210729083131,0.0
hsa-mir-451a,0.9350586528741935,0.9194780839461447,0.0
hsa-mir-4716,0.9332695299665748,0.9197399939891001,0.0
hsa-mir-3156-2,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-6760,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-1206,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-8086,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-8089,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-4463,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-384,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-6124,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-3674,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-3119-1,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-4270,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-4324,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-8058,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-3169,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-548a-1,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-1471,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-7975,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-1273g,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-4483,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-924,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-764,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-3135b,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-4323,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-2392,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-4271,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-4280,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-4288,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-4312,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-595,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-5692a-2,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-1273a,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-5688,0.9275618374558334,0.9205737517984768,0.0
hsa-mir-520a,0.9275392711475815,0.9205770427620139,0.0
hsa-mir-3189,0.9248706505373713,0.9209659186256027,0.0
hsa-mir-3923,0.9233247396888962,0.9211909157873641,0.0
hsa-mir-4713,0.9218360729428371,0.9214073898658106,0.0
hsa-mir-219a-2,0.9197442868480521,0.9217112479855072,0.0
hsa-mir-7978,0.9175670704034024,0.9220271197166731,0.0
hsa-mir-1185-1,0.9132640828257961,0.9226502059415282,0.0
hsa-mir-4452,0.9036669870170848,0.9240341422152678,0.0
hsa-mir-375,0.9030191461304847,0.9241272750060314,0.0
hsa-mir-3654,0.9020846685404507,0.9242615497762514,0.0
hsa-mir-3147,0.9013880473085549,0.9243615973881415,0.0
hsa-mir-938,0.9007281273985438,0.9244563348498743,0.0
hsa-mir-4696,0.8998845848835277,0.9245773774512649,0.0
hsa-mir-4434,0.8994545018899323,0.9246390674178693,0.0
hsa-mir-3653,0.8972932002847251,0.9249488328924225,0.0
hsa-mir-3160-1,0.8944878219865833,0.925350296425641,0.0
hsa-mir-548al,0.891397784269654,0.9257916912272803,0.0
hsa-mir-758,0.8897260150492106,0.9260301412351934,0.0
hsa-mir-623,0.8861208687328259,0.926543508407986,0.0
hsa-mir-586,0.8836275377055596,0.9268978755072445,0.0
hsa-mir-4436b-2,0.8817856714425638,0.927159294489705,0.0
hsa-mir-1271,0.8776295605920196,0.9277480556115136,0.0
hsa-mir-3672,0.8763834921419273,0.9279242715395445,0.0
hsa-mir-154,0.8728068406058989,0.9284292903764518,0.0
hsa-mir-8064,0.8723141788883173,0.9284987624510209,0.0
hsa-mir-611,0.8703805841631974,0.9287712119735985,0.0
hsa-mir-548ar,0.869212728264193,0.9289356010800786,0.0
hsa-mir-6830,0.8687173829343623,0.9290052889235585,0.0
hsa-mir-6886,0.8658329209596545,0.929410643600433,0.0
hsa-mir-6512,0.8631422692524812,0.9297880724066907,0.0
hsa-mir-3115,0.8577032705716028,0.9305489800352189,0.0
hsa-mir-4664,0.8571153740040952,0.9306310614927927,0.0
hsa-mir-3163,0.8540846206006012,0.9310537009629802,0.0
hsa-mir-548av,0.8523114327913355,0.9313005747265644,0.0
hsa-mir-3529,0.8515549886380961,0.9314058017951384,0.0
hsa-mir-3960,0.8469264436206995,0.9320484964242677,0.0
hsa-mir-4258,0.8464285065184282,0.9321175170385868,0.0
hsa-mir-548a-2,0.8455987747110072,0.9322324767258046,0.0
hsa-mir-4738,0.8402528622355245,0.9329715912031065,0.0
hsa-mir-4506,0.8383150682943487,0.9332388353897779,0.0
hsa-mir-4771-2,0.8382934442315626,0.9332418155767865,0.0
hsa-mir-6860,0.8376744376901313,0.933327106936078,0.0
hsa-mir-433,0.8353079615446067,0.9336528398648103,0.0
hsa-mir-6770-1,0.8343244932580149,0.9337880512288377,0.0
hsa-mir-6814,0.8334566491729231,0.9339072889672251,0.0
hsa-mir-4420,0.8300486208637395,0.9343748350230794,0.0
hsa-mir-582,0.8288994161592736,0.9345322413459853,0.0
hsa-mir-122,0.828312843369469,0.9346125348706038,0.0
hsa-mir-3664,0.8279688071866556,0.9346596130681026,0.0
hsa-mir-3607,0.8270751723405477,0.9347818452365014,0.0
hsa-mir-6845,0.8265762399683245,0.9348500559727386,0.0
hsa-mir-7109,0.8242019918439244,0.935174316274595,0.0
hsa-mir-330,0.8230696488903921,0.935328771621877,0.0
hsa-mir-5695,0.8226497789711791,0.9353860115198467,0.0
hsa-mir-6816,0.8223833038767685,0.9354223305359896,0.0
hsa-mir-7157,0.8219929821039632,0.9354755166311477,0.0
hsa-mir-6890,0.8216189144316414,0.9355264739500326,0.0
hsa-mir-3180-3,0.8209644927956978,0.9356155895753118,0.0
hsa-mir-485,0.8208043452114315,0.9356373912384994,0.0
hsa-mir-515-1,0.8198553917039368,0.9357665253816743,0.0
hsa-mir-4517,0.8181218442628119,0.9360021997949234,0.0
hsa-mir-518a-1,0.8164712718209528,0.9362263197505455,0.0
hsa-mir-6827,0.8160829037718618,0.9362790146752615,0.0
hsa-mir-4497,0.8121102580689957,0.9368171811852782,0.0
hsa-mir-552,0.8108726593471449,0.9369845176753697,0.0
hsa-mir-4491,0.8080310550395862,0.937368158003255,0.0
hsa-mir-627,0.8063525166078636,0.9375943975448183,0.0
hsa-mir-1224,0.8045136567067608,0.9378419233512683,0.0
hsa-mir-144,0.8037315201669665,0.9379471030285291,0.0
hsa-mir-4803,0.8032615151482564,0.9380102786389666,0.0
hsa-mir-567,0.799963518790519,0.9384529552001891,0.0
hsa-mir-3164,0.7997563524437549,0.938480725833323,0.0
hsa-mir-7973-1,0.7990334997594267,0.9385775903647805,0.0
hsa-mir-518f,0.7942542527947856,0.9392166983863895,0.0
hsa-mir-518d,0.7920749231766655,0.9395073633310524,0.0
hsa-mir-4674,0.7915925267258296,0.939571637074428,0.0
hsa-mir-4739,0.7863847879088575,0.940263998325484,0.0
hsa-mir-302a,0.784883430707471,0.9404630867683225,0.0
hsa-mir-548l,0.7833598445911292,0.9406648864887333,0.0
hsa-mir-5693,0.7828480990522623,0.9407326139238681,0.0
hsa-mir-548aa-2,0.7815208163775018,0.9409081487876598,0.0
hsa-mir-296,0.7808883803984425,0.9409917254335294,0.0
hsa-mir-5696,0.7808637608672573,0.9409949780796628,0.0
hsa-mir-3180-1,0.779800609985314,0.9411353781839518,0.0
hsa-mir-4724,0.7794865360813901,0.9411768325723373,0.0
hsa-mir-5006,0.7789443944095157,0.9412483654784264,0.0
hsa-mir-4769,0.7753609942722794,0.9417204120713674,0.0
hsa-mir-320b-2,0.775158673825462,0.9417470243176082,0.0
hsa-mir-4693,0.771716566746916,0.9421991296284553,0.0
hsa-mir-4257,0.7711072539643983,0.9422790314467918,0.0
hsa-mir-4714,0.7694325290361367,0.942498445470086,0.0
hsa-mir-521-1,0.7671705687276834,0.9427943298496849,0.0
hsa-mir-1276,0.767112513547794,0.9428019169148688,0.0
hsa-mir-6800,0.7671096307155814,0.9428022936547298,0.0
hsa-mir-3156-3,0.7663585196676337,0.9429004220560536,0.0
hsa-mir-487b,0.7650863868223069,0.9430664836903144,0.0
hsa-mir-6752,0.7630601783923042,0.9433306288498591,0.0
hsa-mir-192,0.7607267781245315,0.9436342837799988,0.0
hsa-mir-6857,0.7605928211094632,0.943651698670893,0.0
hsa-mir-548a-3,0.7596013153761956,0.943780538842833,0.0
hsa-mir-4795,0.7557785030662348,0.9442763130534776,0.0
hsa-mir-517c,0.7555352864452689,0.9443078027951206,0.0
hsa-mir-518b,0.7546938132927202,0.9444167013349548,0.0
hsa-mir-432,0.7513563766655004,0.9448478677720239,0.0
hsa-mir-431,0.7494289812492437,0.9450963261502634,0.0
hsa-mir-516b-2,0.7468107772184435,0.9454331961904888,0.0
hsa-mir-6778,0.7451111079715154,0.9456514878269913,0.0
hsa-mir-654,0.7445373813898021,0.9457251021375884,0.0
hsa-mir-6887,0.7443961081183836,0.9457432233150479,0.0
hsa-mir-1587,0.7424095926546596,0.9459978056261182,0.0
hsa-mir-363,0.7420158617538959,0.9460482135089681,0.0
hsa-mir-6068,0.7416158603319435,0.9460994069577662,0.0
hsa-mir-136,0.7407366243768148,0.9462118732938208,0.0
hsa-mir-5003,0.7396362800896296,0.9463525040343044,0.0
hsa-mir-4432,0.7393643155783952,0.9463872424611757,0.01
hsa-mir-548q,0.7390196846906298,0.9464312511023987,0.0
hsa-mir-134,0.738655286260759,0.9464777699452438,0.0
hsa-mir-6503,0.7370841829099865,0.9466781700915451,0.0
hsa-mir-421,0.7368630659846419,0.9467063527625253,0.0
hsa-mir-3158-2,0.7359734906331805,0.9468196804679968,0.0
hsa-mir-885,0.7348972540023903,0.9469566722475754,0.0
hsa-mir-4644,0.7345473694194354,0.947001180968959,0.0
hsa-mir-1295b,0.7338167371827518,0.9470940812408346,0.0
hsa-mir-383,0.7327694460651912,0.9472271427450142,0.0
hsa-mir-523,0.7306714821080245,0.947493332945751,0.0
hsa-mir-106a,0.730416981312174,0.9475255911363608,0.0
hsa-mir-516b-1,0.7261749327321274,0.9480622220929024,0.0
hsa-mir-127,0.7237187664598548,0.948372023657985,0.0
hsa-mir-6499,0.7236466738415219,0.9483811067414368,0.0
hsa-mir-3064,0.7235400769817127,0.9483945360204419,0.0
hsa-mir-382,0.7231506354835571,0.9484435878806788,0.0
hsa-mir-1203,0.7227526708090808,0.9484936958528064,0.0
hsa-mir-613,0.7226786195255513,0.948503017750817,0.0
hsa-mir-6789,0.7222703773197605,0.9485543981040098,0.0
hsa-mir-4502,0.7218687206769785,0.9486049315109677,0.0
hsa-mir-1305,0.7213944934111884,0.9486645720772787,0.0
hsa-mir-513b,0.720198159196917,0.9488149160886447,0.0
hsa-mir-4429,0.718958773957632,0.9489705018955044,0.0
hsa-mir-7976,0.7183861452729949,0.9490423286696379,0.0
hsa-mir-194-2,0.713483360611325,0.9496557975213947,0.0
hsa-mir-519e,0.7127876063097964,0.949742636067195,0.0
hsa-mir-4474,0.7124326950911744,0.9497869122742499,0.0
hsa-mir-4292,0.7102402025437143,0.9500601170892764,0.0
hsa-mir-4792,0.7040097791795026,0.9508335144661159,0.0
hsa-mir-1181,0.7022862100139042,0.951046685777626,0.0
hsa-mir-6888,0.7015424920486548,0.9511385642205481,0.0
hsa-mir-7848,0.6999587735862431,0.9513340050814306,0.0
hsa-mir-1275,0.6998923066269426,0.9513422012477204,0.0
hsa-mir-5707,0.6991069570610526,0.9514390058664199,0.0
hsa-mir-1303,0.6990311656064977,0.9514483444156926,0.0
hsa-mir-379,0.6990270027128253,0.9514488573223495,0.0
hsa-mir-544b,0.6989524364401299,0.9514580442340599,0.0
hsa-mir-1909,0.6987144861693677,0.9514873565507629,0.0
hsa-mir-3656,0.6985226851611785,0.9515109791635051,0.0
hsa-mir-8072,0.6984958858265656,0.9515142794894955,0.0
hsa-mir-6749,0.698117176240457,0.9515609085935951,0.0
hsa-mir-520c,0.6974061013536615,0.9516484161211262,0.0
hsa-mir-622,0.697325815793413,0.9516582927128364,0.0
hsa-mir-376b,0.6972155655068912,0.951671854306845,0.0
hsa-mir-4539,0.6966484238898302,0.9517415948076442,0.0
hsa-mir-4791,0.6966371000955484,0.9517429869000208,0.0
hsa-mir-4445,0.6941445343428296,0.9520490516068759,0.0
hsa-mir-302b,0.693773268129128,0.9520945784906434,0.0
hsa-mir-584,0.6930570539383214,0.9521823600038802,0.0
hsa-mir-3926-1,0.6915128570428865,0.9523714200492789,0.0
hsa-mir-507,0.6885269511198812,0.9527362089666067,0.0
hsa-mir-4761,0.6875745087045897,0.9528523513833719,0.0
hsa-mir-450b,0.6867702661885444,0.9529503398890582,0.0
hsa-mir-3945,0.686479159925768,0.9529857895694632,0.0
hsa-mir-3662,0.6860159314252503,0.9530421792090655,0.0
hsa-mir-369,0.6835312132180917,0.9533442211935634,0.0
hsa-mir-490,0.6834733460052025,0.9533512469308683,0.0
hsa-mir-597,0.6818898774048678,0.9535433459671538,0.0
hsa-mir-4649,0.6797112926156645,0.9538071614759728,0.0
hsa-mir-6856,0.6791171237813419,0.953879015579121,0.0
hsa-mir-6507,0.6780233866093563,0.9540111749962243,0.0
hsa-mir-6824,0.6773612584959683,0.9540911134188891,0.0
hsa-mir-5589,0.675688089641646,0.9542928840221433,0.0
hsa-mir-5583-2,0.6732721142849131,0.9545836476154593,0.0
hsa-mir-5191,0.6730395155676946,0.9546116045143963,0.0
hsa-mir-1260a,0.6725753192395039,0.9546673788237326,0.0
hsa-mir-558,0.6722457899674692,0.9547069570594097,0.0
hsa-mir-216a,0.6719132269032595,0.9547468866136918,0.0
hsa-mir-3929,0.6704475546277869,0.9549227077663623,0.0
hsa-mir-378d-2,0.6689166772949255,0.9551060782481082,0.0
hsa-mir-6846,0.6685774004781326,0.9551466795059612,0.0
hsa-mir-6834,0.6672995384890202,0.9552994781094793,0.0
hsa-mir-4496,0.6632324357050963,0.9557844978645337,0.0
hsa-mir-9-1,0.6622236870393324,0.9559044888855307,0.0
hsa-mir-6125,0.6611796346646375,0.9560285506072661,0.0
hsa-mir-3679,0.660290764503598,0.9561340691867857,0.0
hsa-mir-519a-2,0.6594989226471211,0.9562279893501214,0.0
hsa-mir-492,0.6594281125085115,0.9562363844437579,0.0
hsa-mir-9-3,0.6584457451769399,0.9563527893832859,0.0
hsa-mir-194-1,0.6583014192753707,0.9563698813751157,0.0
hsa-mir-4534,0.6578055124273668,0.9564285906605986,0.0
hsa-mir-621,0.6577068358483028,0.9564402692150036,0.0
hsa-mir-3610,0.6575819768144913,0.956455044825717,0.0
hsa-mir-4723,0.656613840988405,0.956569548484967,0.0
hsa-mir-3678,0.6541180880728608,0.9568642038982442,0.0
hsa-mir-9-2,0.6525847239617408,0.9570448624911317,0.0
hsa-mir-487a,0.651291761108093,0.9571969753345241,0.0
hsa-mir-7703,0.6476967936348198,0.9576188409321789,0.0
hsa-mir-3689f,0.6476576775426196,0.9576234224858431,0.0
hsa-mir-4755,0.6456888256220327,0.9578537864569845,0.0
hsa-mir-4753,0.6455990179897324,0.9578642830057028,0.0
hsa-mir-4763,0.6428388946498792,0.9581863983769052,0.0
hsa-mir-299,0.6424001702908065,0.9582375127002193,0.0
hsa-mir-7114,0.6418632554333323,0.9583000346355451,0.0
hsa-mir-196b,0.6406065264500194,0.958446237661134,0.0
hsa-mir-3913-2,0.6402923783169044,0.958482754024215,0.0
hsa-mir-4538,0.6391964693879401,0.9586100463489703,0.0
hsa-mir-6732,0.637589720356,0.9587964055654093,0.0
hsa-mir-6792,0.6372147839412955,0.9588398466921095,0.0
hsa-mir-559,0.6368506978512606,0.9588820140067247,0.0
hsa-mir-4515,0.6337892809350469,0.9592359272376542,0.0
hsa-mir-6784,0.6317623546954538,0.9594696075935866,0.0
hsa-mir-5685,0.6299042302694492,0.9596833770308616,0.0
hsa-mir-6874,0.6245136349816326,0.9603010969056662,0.0
hsa-mir-1256,0.6241650450553398,0.9603409169715347,0.0
hsa-mir-3913-1,0.6237026580754012,0.9603937126815182,0.0
hsa-mir-1185-2,0.6231287106889442,0.9604592089883269,0.0
hsa-mir-7855,0.6211835063430989,0.960680878025043,0.0
hsa-mir-3174,0.6208886528826449,0.9607144368538774,0.0
hsa-mir-153-2,0.6208633261530896,0.9607173189102984,0.0
hsa-mir-20b,0.6190193234793554,0.9609269392932486,0.0
hsa-mir-610,0.6156477261615675,0.96130909734763,0.0
hsa-mir-4458,0.6151693326297805,0.9613632044839439,0.0
hsa-mir-5683,0.6150046226544271,0.961381826727504,0.0
hsa-mir-4296,0.614966561326336,0.961386129480974,0.0
hsa-mir-5095,0.6132605804419184,0.9615787975406813,0.0
hsa-mir-3655,0.6130601996948312,0.9616014035552943,0.0
hsa-mir-656,0.6123281462078118,0.9616839468328964,0.0
hsa-mir-1283-1,0.609174060203633,0.9620388048597472,0.0
hsa-mir-519d,0.6079231227709921,0.9621791916263847,0.0
hsa-mir-3914-2,0.6077724519055812,0.9621960871502078,0.0
hsa-mir-1260b,0.6072882093624471,0.9622503680919896,0.0
hsa-mir-548aq,0.6068081701746892,0.9623041481199799,0.0
hsa-mir-614,0.6064056793679229,0.9623492173681526,0.0
hsa-mir-5582,0.6060850228983234,0.9623851082334376,0.0
hsa-mir-4796,0.6056369262063186,0.9624352412320003,0.0
hsa-mir-1250,0.6055565729119939,0.9624442284146351,0.0
hsa-mir-30b,0.6029856965707057,0.9627313309764076,0.0
hsa-mir-580,0.6003679665094954,0.9630227886665133,0.0
hsa-mir-4654,0.5989789992398739,0.9631770756804787,0.0
hsa-mir-5572,0.5982442766510988,0.9632585877045413,0.0
hsa-mir-208a,0.5980884442533334,0.9632758671408985,0.0
hsa-mir-3591,0.5967605981969994,0.9634229769558075,0.0
hsa-mir-635,0.595478995595363,0.9635647459056215,0.0
hsa-mir-6764,0.5950156040077076,0.963615952898615,0.0
hsa-mir-337,0.5945011397402277,0.9636727708593263,0.0
hsa-mir-4306,0.5929252496169637,0.9638465987244935,0.0
hsa-mir-34b,0.5908160272784017,0.9640787472742206,0.0
hsa-mir-3911,0.5904289676769772,0.9641212851491269,0.0
hsa-mir-7156,0.5891241259719167,0.964264542508484,0.0
hsa-mir-4745,0.5877392500485733,0.9644163420842786,0.0
hsa-mir-517b,0.5873769138908884,0.9644560169867552,0.0
hsa-mir-550b-2,0.5870922339452436,0.9644871766051529,0.0
hsa-mir-1304,0.5869568847462755,0.9645019874968359,0.0
hsa-mir-659,0.5858736428366735,0.9646204367266877,0.0
hsa-mir-203a,0.5849682736352669,0.9647193174020714,0.0
hsa-mir-4748,0.5845488339705998,0.964765090191376,0.0
hsa-mir-4444-1,0.5835185392789718,0.9648774259536798,0.0
hsa-mir-3611,0.5834896441557393,0.9648805744425458,0.0
hsa-mir-3145,0.5812070104759773,0.9651289469896301,0.0
hsa-mir-509-1,0.5804337038325865,0.9652129335944992,0.0
hsa-mir-4787,0.579521426411593,0.9653119113449237,0.0
hsa-mir-216b,0.5792652314029593,0.9653396873957919,0.0
hsa-mir-615,0.5786098918727142,0.9654106980307695,0.0
hsa-mir-217,0.5783412649261702,0.9654397891369483,0.0
hsa-mir-6825,0.5740894179526933,0.965898964305112,0.0
hsa-mir-520f,0.5718877338601399,0.9661357840761876,0.0
hsa-mir-1252,0.5714070844377968,0.966187397778056,0.0
hsa-mir-7161,0.5695432279662523,0.9663872513937894,0.0
hsa-mir-506,0.5693182793772805,0.9664113401225923,0.0
hsa-mir-3663,0.5692897803953817,0.9664143914640719,0.0
hsa-mir-503,0.5685527900641004,0.9664932619068969,0.0
hsa-mir-153-1,0.5677057151763415,0.9665838229148616,0.0
hsa-mir-517a,0.5671854063058335,0.9666394013348383,0.0
hsa-mir-6780a,0.5664947516160734,0.9667131193700242,0.0
hsa-mir-4633,0.5632721362362099,0.9670562378927011,0.0
hsa-mir-129-2,0.5618674000779262,0.9672053629530828,0.0
hsa-mir-519a-1,0.5596565892595936,0.9674395172360998,0.0
hsa-mir-4684,0.5596118546865134,0.9674442483624053,0.0
hsa-mir-3171,0.5592373956016472,0.9674838404536816,0.0
hsa-mir-3919,0.5591751126246121,0.9674904238696459,0.0
hsa-mir-1263,0.5589006422308711,0.9675194295604798,0.0
hsa-mir-1913,0.5575995718026531,0.9676567853950276,0.0
hsa-mir-2681,0.5564280728396382,0.9677802646033733,0.0
hsa-mir-520h,0.5563469532848137,0.9677888078890403,0.0
hsa-mir-1286,0.5562582672690309,0.9677981470244832,0.0
hsa-mir-4659b,0.5553043507980334,0.9678985318088308,0.0
hsa-mir-4465,0.554938341346248,0.9679370155393182,0.0
hsa-mir-498,0.554127789283374,0.9680221750245435,0.0
hsa-mir-708,0.5535801847209072,0.9680796573698627,0.0
hsa-mir-6895,0.5520187880507084,0.9682433322141201,0.0
hsa-mir-3916,0.5502924302034441,0.9684239094742614,0.0
hsa-mir-196a-2,0.5502852657739016,0.9684246580204979,0.0
hsa-mir-4778,0.5493950596059092,0.9685176125956668,0.0
hsa-mir-4704,0.5474716800543609,0.9687180773271699,0.0
hsa-mir-3116-2,0.5460770696549545,0.968863111538689,0.0
hsa-mir-196a-1,0.5443982085195174,0.9690373498619395,0.0
hsa-mir-3677,0.5426832717921632,0.9692149289227726,0.0
hsa-mir-6804,0.5417558104387892,0.9693107960014701,0.0
hsa-mir-3160-2,0.5412665161780122,0.9693613237425031,0.0
hsa-mir-4709,0.5411132550196063,0.9693771436482862,0.0
hsa-mir-4650-2,0.540117173460335,0.9694798813961832,0.0
hsa-mir-6838,0.5394963403031618,0.9695438454042649,0.0
hsa-mir-1231,0.539077378824049,0.9695869803526141,0.0
hsa-mir-6715a,0.5383261929222916,0.9696642587718072,0.0
hsa-mir-4635,0.537011113477476,0.9697993581656958,0.0
hsa-mir-2115,0.5342711359002159,0.9700800615951961,0.0
hsa-mir-4740,0.5339902117905087,0.9701087820647921,0.0
hsa-mir-3116-1,0.5337923619806535,0.9701290027309027,0.0
hsa-mir-4775,0.5320521028248785,0.9703066240507898,0.0
hsa-mir-4689,0.5308200326362998,0.9704321190913829,0.0
hsa-mir-6132,0.529330746303415,0.9705835279828529,0.0
hsa-mir-205,0.5278384175104744,0.9707349323033609,0.0
hsa-mir-765,0.5267314731333029,0.9708470341254172,0.0
